age,annual_income,employment_length,credit_score,debt_to_income,num_open_accounts,delinquencies_2y,inquiries_6m,loan_amount,loan_term_months,interest_rate,purpose,home_ownership,channel,region,default_12m
59,20600.0,14,655.0,0.264,2,0,0,1549.0,60,0.244,vacation,rent,online,midlands,0
35,28000.0,36,652.0,0.132,6,1,1,10376.0,60,0.253,medical,mortgage,broker,scotland,1
72,74000.0,2,705.0,0.176,4,0,0,1114.0,36,0.142,home_improvement,mortgage,online,north,0
40,27700.0,1,672.0,0.002,4,0,0,7881.0,36,0.19,debt_consolidation,mortgage,branch,south,0
58,17900.0,27,660.0,0.246,6,0,2,11648.0,60,0.257,auto,mortgage,online,south,0
32,89600.0,38,685.0,0.222,6,0,1,11366.0,36,0.191,small_business,rent,branch,north,0
65,65300.0,11,698.0,0.337,2,1,0,18697.0,36,0.189,home_improvement,mortgage,branch,scotland,0
56,32800.0,8,639.0,0.271,6,0,1,12396.0,36,0.241,education,own,branch,midlands,0
32,27000.0,29,641.0,0.23,4,1,1,1000.0,36,0.244,debt_consolidation,mortgage,online,north,0
35,39500.0,36,673.0,0.327,1,0,0,12319.0,36,0.211,auto,own,online,midlands,0
21,29800.0,7,700.0,0.215,3,0,0,6416.0,60,0.191,debt_consolidation,mortgage,online,midlands,0
54,31200.0,26,707.0,0.326,3,1,2,8670.0,36,0.139,vacation,mortgage,online,scotland,0
64,63700.0,37,565.0,0.222,2,0,0,18293.0,36,0.276,education,mortgage,branch,midlands,0
33,29300.0,0,630.0,0.376,9,0,1,6524.0,36,0.263,small_business,rent,online,midlands,0
62,38800.0,31,649.0,0.339,5,0,1,8383.0,36,0.255,debt_consolidation,rent,broker,ni,0
25,30700.0,32,565.0,0.245,7,0,0,7559.0,36,0.268,home_improvement,mortgage,online,scotland,0
65,63900.0,24,673.0,0.278,8,1,0,23134.0,60,0.264,home_improvement,rent,online,north,0
46,40700.0,11,736.0,0.21,4,0,1,1402.0,36,0.085,education,mortgage,branch,wales,0
58,76600.0,4,612.0,0.204,6,0,0,14278.0,60,0.287,vacation,rent,branch,north,0
64,23400.0,19,633.0,0.336,5,0,0,16292.0,60,0.27,medical,mortgage,branch,north,0
48,31700.0,26,752.0,0.345,3,1,1,11694.0,60,0.11,education,own,online,south,0
54,38200.0,17,640.0,0.173,3,0,0,23845.0,60,0.272,vacation,mortgage,branch,wales,1
50,45600.0,18,654.0,0.273,5,1,1,6431.0,36,0.247,home_improvement,rent,branch,south,0
61,34900.0,29,682.0,0.18,2,1,1,19808.0,60,0.223,home_improvement,mortgage,branch,midlands,0
45,122300.0,29,668.0,0.37,4,0,1,14723.0,60,0.261,medical,mortgage,branch,wales,0
73,32700.0,36,713.0,0.337,2,0,3,12541.0,36,0.126,small_business,mortgage,online,scotland,0
23,36200.0,3,701.0,0.252,1,0,0,14578.0,60,0.184,home_improvement,rent,broker,midlands,1
47,22200.0,33,590.0,0.303,4,0,0,21928.0,36,0.273,home_improvement,rent,branch,south,1
72,35500.0,26,724.0,0.409,9,0,1,2322.0,36,0.119,education,own,online,north,0
70,130200.0,28,690.0,0.42,4,0,2,25537.0,36,0.22,small_business,mortgage,branch,ni,0
45,50300.0,10,776.0,0.166,6,1,1,7649.0,36,0.048,home_improvement,own,broker,midlands,0
24,27800.0,19,719.0,0.202,1,0,0,18816.0,60,0.138,small_business,mortgage,branch,ni,0
26,71400.0,37,640.0,0.232,3,0,0,13676.0,36,0.253,education,mortgage,branch,wales,0
49,36700.0,4,756.0,0.124,7,0,0,5808.0,60,0.068,medical,own,broker,north,0
32,57600.0,10,658.0,0.157,8,0,2,8312.0,60,0.241,medical,mortgage,branch,south,0
37,24100.0,14,645.0,0.27,3,0,1,11838.0,36,0.257,education,rent,branch,scotland,0
73,32300.0,36,676.0,0.2,4,0,0,10770.0,60,0.234,education,rent,online,scotland,0
34,90700.0,38,674.0,0.299,4,0,0,8518.0,36,0.221,vacation,rent,online,south,1
51,45100.0,8,647.0,0.274,3,1,0,19001.0,60,0.272,auto,rent,branch,south,0
74,48600.0,12,682.0,0.418,3,0,0,15176.0,36,0.224,vacation,rent,online,north,0
51,54700.0,8,629.0,0.33,5,1,0,21162.0,36,0.277,small_business,rent,online,ni,0
36,69900.0,26,627.0,0.363,9,0,1,14012.0,36,0.263,home_improvement,mortgage,branch,wales,0
40,32300.0,25,802.0,0.177,1,1,1,10850.0,60,0.086,vacation,mortgage,broker,north,0
42,25600.0,7,580.0,0.141,5,0,1,8135.0,60,0.273,auto,rent,online,wales,1
42,40500.0,16,755.0,0.459,3,0,0,9807.0,36,0.093,home_improvement,rent,online,scotland,1
29,69500.0,32,694.0,0.31,3,1,1,4993.0,36,0.168,home_improvement,own,branch,scotland,0
67,36200.0,9,589.0,0.2,7,0,2,2937.0,60,0.272,debt_consolidation,own,broker,wales,0
34,74200.0,33,627.0,0.022,8,0,1,4342.0,60,0.244,auto,own,branch,north,0
54,19300.0,16,548.0,0.457,5,0,0,15495.0,36,0.293,debt_consolidation,rent,branch,wales,0
74,31100.0,1,625.0,0.188,3,0,0,13700.0,36,0.263,education,mortgage,online,south,0
34,25800.0,12,757.0,0.313,2,0,1,26522.0,36,0.086,vacation,mortgage,online,wales,0
25,16100.0,5,493.0,0.313,2,0,0,6947.0,36,0.246,vacation,mortgage,branch,scotland,0
51,125800.0,37,716.0,0.321,3,0,0,4242.0,60,0.146,vacation,rent,online,south,0
31,41500.0,40,676.0,0.37,6,0,0,7878.0,60,0.242,home_improvement,own,online,north,0
51,123300.0,36,591.0,0.157,7,1,0,15307.0,36,0.243,home_improvement,mortgage,branch,wales,0
21,56700.0,37,635.0,0.256,3,0,0,14631.0,36,0.259,medical,rent,online,midlands,0
21,25300.0,34,762.0,0.063,5,0,1,8010.0,60,0.087,vacation,rent,online,scotland,0
54,85200.0,5,633.0,0.272,3,0,0,24092.0,60,0.285,small_business,mortgage,branch,midlands,0
55,60000.0,40,682.0,0.199,5,1,1,8231.0,60,0.208,home_improvement,rent,online,ni,1
23,121200.0,0,610.0,0.268,3,1,1,3724.0,36,0.25,small_business,mortgage,branch,scotland,0
40,65200.0,13,649.0,0.218,5,0,0,19245.0,36,0.258,education,rent,branch,ni,0
34,39700.0,24,694.0,0.484,6,0,0,7040.0,36,0.199,education,rent,online,midlands,1
71,55700.0,21,723.0,0.37,9,0,0,15064.0,36,0.115,education,rent,branch,scotland,0
72,39300.0,0,584.0,0.313,5,0,2,14153.0,36,0.262,education,rent,online,scotland,1
35,25600.0,27,726.0,0.395,11,0,0,5961.0,60,0.143,vacation,mortgage,online,north,0
63,36200.0,16,747.0,0.0,9,0,2,20005.0,36,0.056,small_business,rent,branch,ni,0
42,74400.0,2,640.0,0.179,6,1,1,10431.0,36,0.248,debt_consolidation,mortgage,branch,ni,0
40,26400.0,0,720.0,0.249,4,1,2,12452.0,36,0.134,small_business,mortgage,branch,ni,0
62,72500.0,15,622.0,0.297,3,1,1,13035.0,60,0.31,auto,rent,online,midlands,0
44,83700.0,17,719.0,0.305,4,0,0,11541.0,36,0.116,auto,rent,online,wales,0
70,47300.0,5,692.0,0.22,5,0,1,20506.0,60,0.215,medical,mortgage,branch,scotland,0
51,36600.0,20,669.0,0.255,7,0,1,24813.0,36,0.252,vacation,rent,online,midlands,0
69,65600.0,0,738.0,0.393,1,0,1,12312.0,36,0.097,debt_consolidation,mortgage,online,north,0
47,33700.0,26,741.0,0.322,3,0,1,10167.0,60,0.112,education,rent,branch,ni,0
23,65700.0,12,692.0,0.536,8,0,1,17088.0,60,0.229,home_improvement,mortgage,online,north,1
61,59400.0,24,668.0,0.25,7,1,0,18651.0,60,0.265,vacation,rent,branch,north,1
72,42200.0,38,740.0,0.092,4,0,1,20134.0,36,0.081,education,rent,branch,ni,0
32,34200.0,17,675.0,0.221,6,0,0,14769.0,60,0.241,small_business,rent,online,ni,0
26,27300.0,9,842.0,0.015,10,0,3,21459.0,36,0.042,vacation,mortgage,branch,ni,0
55,40700.0,11,507.0,0.107,6,0,0,5121.0,60,0.261,debt_consolidation,mortgage,online,scotland,0
56,24800.0,1,749.0,0.164,1,0,0,13371.0,60,0.069,small_business,mortgage,broker,midlands,0
56,41000.0,35,773.0,0.38,6,0,0,11538.0,60,0.089,small_business,rent,branch,north,0
28,48000.0,14,681.0,0.088,4,0,0,15790.0,36,0.198,small_business,rent,online,south,0
40,36800.0,14,554.0,0.403,3,0,0,18889.0,60,0.304,vacation,mortgage,broker,wales,0
61,55500.0,35,724.0,0.273,4,0,1,1010.0,60,0.129,small_business,mortgage,branch,north,0
59,72100.0,0,680.0,0.211,4,0,0,13915.0,36,0.208,small_business,mortgage,online,wales,1
43,22400.0,16,723.0,0.276,7,0,2,10802.0,36,0.107,medical,mortgage,online,north,0
52,42700.0,26,774.0,0.273,6,0,1,11479.0,60,0.069,auto,rent,branch,wales,0
61,28100.0,23,677.0,0.413,5,0,1,3192.0,36,0.227,small_business,own,online,north,0
55,30900.0,13,663.0,0.368,6,0,0,17914.0,60,0.264,medical,rent,online,scotland,0
58,38400.0,26,727.0,0.231,0,0,1,9942.0,36,0.109,medical,rent,online,ni,0
21,73600.0,6,645.0,0.159,2,0,0,10576.0,36,0.236,vacation,mortgage,online,wales,0
21,78700.0,13,643.0,0.272,5,0,2,8321.0,36,0.25,small_business,rent,online,midlands,1
52,32000.0,39,692.0,0.494,8,1,2,12553.0,36,0.201,auto,mortgage,branch,north,0
29,42400.0,37,694.0,0.251,3,0,0,15613.0,36,0.18,auto,mortgage,branch,north,0
53,38900.0,3,743.0,0.264,6,0,1,20490.0,36,0.09,auto,rent,branch,midlands,1
29,38600.0,34,767.0,0.347,7,1,2,11973.0,36,0.078,home_improvement,mortgage,online,scotland,0
54,99300.0,37,693.0,0.381,6,0,1,18595.0,60,0.216,debt_consolidation,mortgage,branch,wales,0
56,69300.0,32,630.0,0.255,6,0,0,9056.0,36,0.267,small_business,rent,online,midlands,0
54,17300.0,27,823.0,0.069,5,0,0,14994.0,36,0.054,small_business,rent,branch,midlands,0
38,53400.0,20,837.0,0.249,4,1,1,21464.0,60,0.087,home_improvement,rent,online,ni,0
36,61300.0,39,750.0,0.248,2,1,1,11854.0,60,0.087,auto,rent,online,south,0
73,24300.0,15,578.0,0.459,9,0,0,10834.0,60,0.319,vacation,rent,online,wales,1
40,92500.0,11,569.0,0.313,1,1,0,9808.0,36,0.266,small_business,rent,branch,wales,0
71,67100.0,27,694.0,0.173,4,1,0,9855.0,60,0.214,medical,mortgage,online,wales,1
54,100100.0,7,579.0,0.457,6,0,1,18384.0,60,0.3,vacation,mortgage,branch,wales,0
47,22700.0,34,732.0,0.394,3,1,1,15509.0,60,0.129,auto,rent,online,midlands,0
41,37300.0,16,705.0,0.443,3,0,1,22886.0,36,0.174,small_business,mortgage,online,south,0
64,29800.0,26,731.0,0.475,7,0,1,5684.0,36,0.107,vacation,mortgage,online,scotland,0
62,30400.0,17,689.0,0.386,3,0,1,20598.0,36,0.215,medical,mortgage,branch,scotland,1
57,30800.0,36,663.0,0.41,8,0,1,19504.0,36,0.256,home_improvement,mortgage,branch,scotland,0
39,22100.0,8,601.0,0.327,2,0,0,7438.0,36,0.264,auto,rent,online,scotland,0
34,45100.0,25,555.0,0.385,9,1,1,12849.0,60,0.29,education,mortgage,branch,north,1
23,20000.0,20,792.0,0.41,6,1,0,11886.0,36,0.08,home_improvement,mortgage,online,scotland,0
30,71900.0,11,739.0,0.37,3,0,0,9650.0,36,0.104,debt_consolidation,rent,branch,wales,0
62,62600.0,4,552.0,0.188,5,0,1,14739.0,60,0.281,home_improvement,mortgage,online,scotland,0
54,13700.0,30,699.0,0.231,8,0,0,16287.0,36,0.177,vacation,mortgage,branch,ni,0
46,28600.0,38,652.0,0.437,4,0,1,8508.0,60,0.295,auto,mortgage,online,south,1
42,49600.0,26,724.0,0.319,6,0,1,1000.0,36,0.121,medical,mortgage,branch,midlands,0
44,158400.0,37,714.0,0.386,4,0,1,17028.0,36,0.159,education,mortgage,online,midlands,0
62,36300.0,13,808.0,0.289,7,0,0,19212.0,60,0.074,small_business,mortgage,online,ni,0
70,88400.0,18,594.0,0.39,2,0,0,6351.0,60,0.292,debt_consolidation,mortgage,online,midlands,0
55,127200.0,26,640.0,0.437,7,1,1,3638.0,36,0.275,home_improvement,rent,online,midlands,1
51,46100.0,12,777.0,0.309,5,0,1,3952.0,60,0.086,medical,rent,online,south,0
70,24000.0,33,650.0,0.437,6,0,0,9596.0,60,0.276,small_business,own,online,north,1
30,23300.0,14,748.0,0.217,6,0,2,5018.0,36,0.058,education,rent,online,scotland,0
26,17800.0,36,761.0,0.274,4,1,0,9704.0,36,0.064,medical,mortgage,branch,south,1
58,47700.0,13,663.0,0.181,5,1,0,18291.0,36,0.237,small_business,rent,branch,scotland,0
39,47700.0,38,668.0,0.274,5,0,0,10494.0,36,0.229,medical,mortgage,online,scotland,0
44,30000.0,5,739.0,0.322,7,0,0,19878.0,60,0.112,small_business,mortgage,online,wales,1
64,92400.0,22,600.0,0.194,2,0,0,12381.0,60,0.255,vacation,mortgage,online,south,0
47,32200.0,19,542.0,0.469,9,0,1,9514.0,60,0.29,home_improvement,own,branch,wales,1
35,46900.0,26,703.0,0.474,5,0,0,9915.0,60,0.201,education,mortgage,branch,midlands,0
26,70600.0,4,595.0,0.567,6,0,0,14484.0,36,0.295,home_improvement,rent,branch,north,0
26,68000.0,21,658.0,0.107,4,0,0,14765.0,36,0.249,auto,rent,online,north,0
63,58800.0,18,750.0,0.256,4,0,1,19028.0,36,0.096,debt_consolidation,rent,branch,wales,1
39,58100.0,2,752.0,0.311,7,0,0,13783.0,60,0.099,medical,rent,branch,south,0
53,51500.0,39,808.0,0.378,4,0,1,15984.0,36,0.065,home_improvement,own,online,ni,0
28,80500.0,2,716.0,0.172,3,1,1,8777.0,60,0.15,small_business,mortgage,branch,north,0
56,74000.0,2,700.0,0.321,4,0,0,4265.0,36,0.16,small_business,mortgage,online,south,0
54,27500.0,36,622.0,0.49,3,0,0,10348.0,60,0.302,auto,mortgage,branch,midlands,0
26,56300.0,1,627.0,0.3,8,0,0,7274.0,36,0.248,education,rent,online,south,0
23,44700.0,4,475.0,0.35,5,0,3,23270.0,60,0.3,medical,rent,branch,wales,1
53,38100.0,24,785.0,0.383,10,0,1,13987.0,36,0.07,auto,mortgage,online,scotland,0
28,92300.0,15,640.0,0.43,3,0,0,10333.0,36,0.257,home_improvement,rent,branch,wales,0
40,47700.0,24,630.0,0.32,5,0,1,20939.0,36,0.28,debt_consolidation,rent,branch,scotland,0
32,51700.0,30,584.0,0.109,1,0,0,10934.0,60,0.256,education,mortgage,online,ni,0
49,78800.0,39,641.0,0.265,8,0,0,11112.0,60,0.277,education,mortgage,online,north,0
68,27100.0,37,654.0,0.351,4,0,1,19377.0,36,0.261,small_business,rent,branch,south,1
66,33400.0,19,608.0,0.213,3,0,0,14867.0,60,0.276,debt_consolidation,rent,online,south,0
41,38100.0,2,696.0,0.243,4,0,1,8649.0,36,0.174,debt_consolidation,mortgage,broker,scotland,0
26,26400.0,19,653.0,0.442,3,0,1,5069.0,60,0.286,small_business,mortgage,online,wales,1
60,50100.0,37,653.0,0.358,9,0,0,1000.0,36,0.266,small_business,rent,branch,ni,0
63,27300.0,29,537.0,0.22,10,1,0,12829.0,60,0.277,small_business,mortgage,online,scotland,0
53,50700.0,27,608.0,0.454,3,0,0,7851.0,60,0.304,debt_consolidation,mortgage,online,wales,0
57,45200.0,33,742.0,0.274,3,1,0,13799.0,36,0.093,medical,own,online,wales,0
33,45200.0,9,635.0,0.357,6,0,1,15483.0,36,0.276,vacation,rent,online,north,0
64,56900.0,27,544.0,0.237,4,2,0,14321.0,36,0.27,small_business,mortgage,broker,midlands,0
25,37500.0,27,584.0,0.219,9,0,1,8952.0,36,0.265,education,mortgage,branch,wales,1
21,63400.0,13,769.0,0.32,4,1,0,20772.0,36,0.076,education,rent,branch,wales,0
26,37000.0,27,731.0,0.28,3,0,0,14121.0,36,0.127,auto,mortgage,branch,midlands,0
31,44600.0,23,671.0,0.297,4,0,0,14452.0,36,0.222,debt_consolidation,rent,broker,south,0
66,42600.0,14,730.0,0.214,8,0,1,10868.0,60,0.128,small_business,rent,broker,scotland,0
66,65800.0,36,629.0,0.091,4,1,1,7542.0,36,0.24,education,rent,online,wales,0
39,49300.0,20,713.0,0.565,3,1,2,10178.0,60,0.186,education,mortgage,online,north,0
28,28500.0,1,694.0,0.044,2,0,1,5867.0,36,0.146,vacation,mortgage,branch,wales,0
48,116000.0,21,634.0,0.339,4,0,1,6274.0,36,0.249,small_business,rent,branch,south,0
48,82200.0,3,635.0,0.15,5,0,0,10801.0,36,0.249,vacation,rent,branch,wales,0
33,46900.0,25,687.0,0.005,11,1,0,2232.0,36,0.166,debt_consolidation,mortgage,branch,south,1
49,62300.0,26,577.0,0.231,5,0,1,4144.0,36,0.253,vacation,rent,branch,wales,0
21,28900.0,18,748.0,0.246,5,0,0,15362.0,36,0.095,education,rent,branch,scotland,1
28,67300.0,29,703.0,0.262,4,0,0,17817.0,60,0.182,auto,own,branch,south,0
51,33500.0,22,559.0,0.0,6,0,0,1948.0,36,0.232,education,mortgage,online,south,0
25,63100.0,22,576.0,0.269,8,1,0,13905.0,36,0.263,debt_consolidation,mortgage,branch,south,0
50,47300.0,18,532.0,0.092,2,0,0,13236.0,36,0.237,vacation,mortgage,branch,north,1
26,26100.0,4,597.0,0.136,3,1,1,10674.0,60,0.277,medical,rent,online,north,0
56,55600.0,6,682.0,0.24,5,0,0,14315.0,36,0.178,debt_consolidation,rent,online,ni,0
29,43200.0,12,552.0,0.341,6,0,1,3872.0,60,0.288,vacation,mortgage,broker,midlands,1
25,35400.0,12,600.0,0.16,4,0,0,3995.0,36,0.241,education,mortgage,online,south,0
22,42300.0,17,651.0,0.126,3,0,2,14031.0,36,0.215,debt_consolidation,mortgage,broker,north,1
65,68100.0,25,651.0,0.364,5,0,0,15776.0,60,0.291,medical,rent,online,north,0
38,49800.0,27,655.0,0.197,5,1,3,9975.0,60,0.266,debt_consolidation,mortgage,online,wales,0
54,35400.0,10,627.0,0.073,5,0,0,8192.0,60,0.257,education,rent,online,wales,1
70,35400.0,2,783.0,0.419,5,0,2,11105.0,60,0.106,small_business,rent,branch,south,0
39,40700.0,32,624.0,0.188,3,0,1,18418.0,36,0.253,debt_consolidation,rent,branch,wales,1
43,20100.0,14,724.0,0.28,3,0,1,14344.0,60,0.13,small_business,rent,online,south,0
57,29800.0,10,588.0,0.257,7,0,2,18538.0,36,0.281,medical,rent,branch,north,1
36,34900.0,34,704.0,0.246,7,1,0,17668.0,60,0.173,auto,rent,online,wales,0
66,16600.0,37,793.0,0.304,3,0,1,24147.0,60,0.077,home_improvement,rent,broker,north,0
29,113300.0,36,709.0,0.367,4,0,0,16929.0,60,0.189,debt_consolidation,mortgage,online,wales,0
26,41800.0,6,521.0,0.431,5,0,1,7872.0,60,0.312,home_improvement,mortgage,online,north,0
37,88600.0,8,731.0,0.135,5,2,0,9280.0,60,0.092,home_improvement,mortgage,online,ni,0
23,39500.0,9,712.0,0.223,11,0,1,22208.0,60,0.165,vacation,mortgage,online,scotland,0
52,43900.0,24,630.0,0.44,7,0,0,20166.0,36,0.279,education,mortgage,branch,wales,0
73,42500.0,18,734.0,0.433,7,0,1,5452.0,36,0.098,home_improvement,rent,online,scotland,1
59,19000.0,3,736.0,0.298,6,0,0,14127.0,36,0.093,small_business,mortgage,online,scotland,0
62,25200.0,22,640.0,0.287,4,0,1,15208.0,60,0.288,education,mortgage,online,ni,0
70,56500.0,2,716.0,0.435,8,0,0,13436.0,60,0.171,small_business,own,branch,north,0
69,36200.0,29,685.0,0.196,2,0,1,5055.0,60,0.209,small_business,mortgage,online,midlands,0
65,51800.0,30,717.0,0.342,5,0,0,11600.0,36,0.125,vacation,rent,online,scotland,0
60,50000.0,21,685.0,0.35,4,0,0,15846.0,60,0.231,medical,mortgage,online,north,0
62,22500.0,39,549.0,0.383,6,1,2,14955.0,36,0.288,debt_consolidation,rent,broker,wales,0
26,24800.0,16,693.0,0.231,8,2,1,12197.0,60,0.207,education,mortgage,branch,ni,0
45,27100.0,24,591.0,0.254,6,0,0,18340.0,36,0.277,auto,mortgage,online,wales,0
73,18400.0,30,591.0,0.252,5,0,0,11228.0,36,0.257,small_business,mortgage,online,midlands,1
54,24100.0,22,769.0,0.233,6,1,1,14109.0,60,0.098,home_improvement,rent,online,wales,0
68,43400.0,8,671.0,0.276,3,0,0,9679.0,36,0.221,education,rent,online,scotland,0
22,75100.0,12,658.0,0.36,4,0,0,11767.0,36,0.278,small_business,rent,online,south,0
28,84200.0,33,478.0,0.502,5,0,0,19411.0,36,0.295,medical,mortgage,online,north,0
35,59500.0,8,641.0,0.173,4,1,1,13894.0,36,0.25,debt_consolidation,mortgage,branch,north,0
56,31900.0,6,697.0,0.418,5,0,0,18562.0,60,0.228,small_business,mortgage,online,wales,0
63,26700.0,40,636.0,0.274,3,0,0,11715.0,60,0.276,auto,rent,broker,midlands,0
55,96500.0,6,620.0,0.239,8,0,0,13020.0,36,0.259,medical,mortgage,online,north,0
41,49600.0,19,689.0,0.303,4,0,0,14284.0,60,0.217,medical,rent,online,wales,0
21,29200.0,13,633.0,0.394,5,0,1,7414.0,60,0.295,medical,own,online,north,0
56,26000.0,4,608.0,0.204,4,0,2,24984.0,60,0.291,auto,own,broker,ni,0
42,133500.0,15,578.0,0.328,8,0,0,21446.0,36,0.288,auto,rent,branch,midlands,0
71,61200.0,4,598.0,0.506,8,0,0,14126.0,36,0.279,debt_consolidation,mortgage,online,ni,0
43,49800.0,20,676.0,0.213,7,0,1,12084.0,36,0.206,education,mortgage,online,ni,0
44,47200.0,23,761.0,0.153,9,1,0,16375.0,36,0.063,auto,rent,online,north,0
26,39500.0,18,647.0,0.19,2,0,0,21379.0,36,0.246,auto,rent,branch,scotland,0
61,69600.0,11,605.0,0.288,5,0,0,9914.0,36,0.259,home_improvement,rent,online,midlands,0
33,62100.0,34,666.0,0.423,6,1,1,12878.0,60,0.269,small_business,mortgage,branch,scotland,0
34,91100.0,39,575.0,0.36,5,0,1,14741.0,36,0.284,vacation,rent,branch,north,0
35,18400.0,15,627.0,0.344,3,0,0,23403.0,36,0.277,auto,rent,branch,midlands,1
55,62200.0,12,633.0,0.283,5,2,1,12077.0,36,0.248,auto,mortgage,branch,scotland,0
26,49500.0,30,696.0,0.441,6,0,0,11227.0,36,0.194,education,rent,branch,ni,0
68,68500.0,1,688.0,0.477,5,0,1,16982.0,36,0.225,debt_consolidation,mortgage,branch,scotland,0
24,58600.0,26,696.0,0.109,6,0,0,2466.0,36,0.169,small_business,rent,online,ni,0
39,16400.0,21,628.0,0.196,9,0,0,20896.0,60,0.288,vacation,rent,branch,midlands,1
42,43700.0,12,773.0,0.065,3,0,2,16971.0,60,0.081,education,mortgage,branch,south,0
49,93400.0,28,676.0,0.315,4,0,0,16963.0,60,0.249,debt_consolidation,rent,branch,midlands,0
36,63600.0,12,629.0,0.233,8,0,2,1000.0,36,0.242,auto,mortgage,online,wales,0
61,27900.0,5,685.0,0.274,5,0,2,12470.0,36,0.204,home_improvement,mortgage,online,midlands,0
24,17800.0,36,631.0,0.321,5,1,1,15107.0,36,0.281,small_business,rent,broker,ni,1
53,80500.0,15,716.0,0.187,4,0,0,11463.0,60,0.144,small_business,rent,branch,midlands,0
24,46400.0,27,628.0,0.336,1,0,0,8182.0,36,0.27,auto,mortgage,online,scotland,0
30,56000.0,33,679.0,0.276,5,0,0,20033.0,36,0.231,auto,own,branch,north,0
71,29000.0,14,793.0,0.284,6,1,0,8059.0,36,0.062,small_business,mortgage,branch,south,0
73,74900.0,29,753.0,0.295,1,0,0,11948.0,36,0.087,debt_consolidation,rent,branch,south,0
55,39300.0,25,727.0,0.421,4,0,0,4136.0,36,0.094,small_business,rent,online,scotland,0
74,39600.0,40,657.0,0.313,2,0,0,19123.0,60,0.284,vacation,mortgage,branch,south,1
28,24100.0,11,631.0,0.395,1,0,0,15658.0,36,0.272,education,rent,branch,north,0
60,46900.0,28,651.0,0.13,1,0,2,8921.0,36,0.217,small_business,rent,online,midlands,0
51,52000.0,28,728.0,0.219,6,0,0,7380.0,36,0.092,medical,rent,online,north,0
53,27000.0,7,740.0,0.409,5,0,1,20255.0,36,0.105,vacation,mortgage,branch,north,0
31,33400.0,25,697.0,0.325,4,0,1,7816.0,36,0.172,debt_consolidation,mortgage,online,scotland,0
41,55800.0,15,743.0,0.367,4,1,0,20091.0,36,0.098,medical,mortgage,online,north,1
35,23500.0,5,604.0,0.344,3,0,1,12089.0,36,0.267,auto,mortgage,online,south,0
50,52400.0,7,749.0,0.356,3,1,0,14909.0,36,0.085,vacation,mortgage,online,south,0
39,68900.0,5,528.0,0.38,9,1,1,13613.0,60,0.302,vacation,rent,online,midlands,0
40,43900.0,9,604.0,0.491,4,0,1,3761.0,36,0.287,auto,rent,broker,scotland,0
29,21900.0,4,631.0,0.19,3,0,0,9857.0,36,0.266,medical,rent,branch,scotland,0
67,42000.0,23,636.0,0.137,5,1,0,6180.0,36,0.23,education,rent,online,north,0
54,77000.0,34,677.0,0.242,5,0,1,12184.0,36,0.221,education,rent,online,south,0
41,44900.0,37,850.0,0.261,6,0,0,10991.0,60,0.07,small_business,rent,online,north,0
51,22700.0,36,651.0,0.045,5,0,1,19820.0,60,0.241,medical,rent,branch,south,1
58,65800.0,34,801.0,0.328,4,0,0,7948.0,60,0.097,small_business,rent,branch,south,0
47,52600.0,35,625.0,0.143,5,0,0,6779.0,60,0.267,medical,mortgage,branch,ni,0
68,88000.0,39,766.0,0.201,2,2,0,9393.0,60,0.077,home_improvement,own,broker,scotland,0
40,90800.0,6,631.0,0.253,4,0,1,15400.0,36,0.261,medical,mortgage,branch,north,0
24,63600.0,29,738.0,0.267,4,0,0,14971.0,60,0.094,auto,rent,branch,north,0
35,38900.0,26,695.0,0.242,5,2,2,16966.0,36,0.182,auto,mortgage,broker,ni,0
43,15800.0,7,729.0,0.235,6,1,0,18471.0,36,0.106,debt_consolidation,own,branch,ni,1
40,15900.0,37,678.0,0.248,5,1,2,8677.0,60,0.227,home_improvement,mortgage,branch,wales,1
25,40300.0,10,575.0,0.082,8,1,1,14446.0,60,0.265,auto,mortgage,online,ni,1
57,31600.0,35,616.0,0.505,6,0,1,2496.0,36,0.284,auto,mortgage,branch,midlands,0
28,43200.0,39,680.0,0.312,8,0,0,9260.0,36,0.21,medical,own,branch,wales,0
36,26400.0,25,732.0,0.448,0,1,1,15216.0,36,0.117,auto,mortgage,online,scotland,0
39,26500.0,0,643.0,0.292,5,0,2,8682.0,36,0.245,home_improvement,rent,online,south,0
49,72300.0,15,656.0,0.322,7,1,0,14669.0,60,0.278,education,mortgage,branch,wales,0
37,49600.0,3,727.0,0.27,2,1,1,4855.0,36,0.101,education,own,branch,scotland,0
44,44800.0,34,617.0,0.482,0,1,0,22616.0,36,0.281,vacation,rent,branch,scotland,1
68,98000.0,18,688.0,0.135,7,1,0,17765.0,36,0.176,education,rent,branch,south,0
70,30400.0,40,677.0,0.486,6,0,1,16615.0,36,0.241,auto,rent,online,north,0
62,54400.0,20,729.0,0.37,7,2,0,10428.0,36,0.106,auto,rent,branch,wales,1
72,27000.0,0,555.0,0.429,5,1,0,18312.0,36,0.269,education,rent,branch,south,0
28,35000.0,31,653.0,0.108,6,1,1,2174.0,60,0.245,vacation,mortgage,online,scotland,1
55,45500.0,16,784.0,0.084,7,0,0,10863.0,60,0.084,auto,mortgage,online,scotland,0
56,38900.0,27,559.0,0.258,3,0,2,13885.0,36,0.255,home_improvement,mortgage,branch,ni,0
22,30200.0,21,659.0,0.232,5,0,0,11803.0,60,0.243,medical,mortgage,broker,wales,0
